pics,type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,questions.started,question1.started,slideranswer.started,question1.stopped,slideranswer.stopped,question2.started,textbox.started,questions.stopped,slideranswer.response,slideranswer.rt,textbox.text,instruction1.started,text_2.started,key_resp_2.started,instruction1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,experiment1.started,fixation1.started,image.started,buttontomorrow_1.started,buttoninayear_1.started,fixation1.stopped,experiment1.stopped,buttontomorrow_1.numClicks,buttontomorrow_1.timesOn,buttontomorrow_1.timesOff,buttoninayear_1.numClicks,buttoninayear_1.timesOn,buttoninayear_1.timesOff,instruction2.started,instruction.started,instruction.stopped,instruction2.stopped,experiment2.started,fixation_1.started,image_2.started,slider.started,fixation_1.stopped,experiment2.stopped,slider.response,slider.rt,instructions3.started,instruction_2.started,instructions3.stopped,experiment3.started,fixation_3.started,image_3.started,slider_2.started,fixation_3.stopped,experiment3.stopped,slider_2.response,slider_2.rt,thankyou.started,ThankYou.started,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set9(Gosh)\gosh-r.jpg,r,,,,,,,,,0,20,20,23,382.20161260000896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.1148056999955,382.20161260000896,383.1411165999889,383.1411165999889,383.2033158999984,385.6373639999947,4.0055555555555555,3.40562060000957,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-R.jpg,r,,,,,,,,,0,21,21,2,385.69319650001125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.63872059999267,385.69319650001125,386.6742525000009,386.6742525000009,386.7181506000052,389.06343519999064,4.0055555555555555,3.3435018000018317,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-I.jpg,i,,,,,,,,,0,22,22,0,389.1345166999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0647631000029,389.1345166999963,390.0886874999851,390.0886874999851,390.17125809998834,393.9725088000123,3.3722222222222222,4.82113450000179,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-N.jpg,n,,,,,,,,,0,23,23,1,394.0077706000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.9737048000097,394.0077706000011,395.00153050001245,395.00153050001245,395.0208233000012,397.4602359000128,2.411111111111111,3.433991600002628,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 2 (Mark)\Mark-R.jpg,r,,,,,,,,,0,24,24,5,397.5117944999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.46109359999537,397.5117944999947,398.48590500000864,398.48590500000864,398.5281401000102,401.2539490000054,3.8944444444444444,3.7260158999997657,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 5 (Clifford)\Clifford-N.jpg,n,,,,,,,,,0,25,25,13,401.33576869999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.25466750000487,401.33576869999524,402.28394039999694,402.28394039999694,402.3454921999946,405.7794575000007,3.5833333333333335,4.42577820000588,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set10(picasso)\picasso-i.jpg,i,,,,,,,,,0,26,26,24,405.83751380001195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.7802520999976,405.83751380001195,406.8128327000013,406.8128327000013,406.85098540000035,409.0809026999923,6.05,3.2114446999912616,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set11(Mich)\mich-i.jpg,i,,,,,,,,,0,27,27,27,409.28136759999325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0823051999905,409.28136759999325,410.11591500000213,410.11591500000213,410.2962928999914,411.3350711000094,6.05,2.0232543000020087,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-n.jpg,n,,,,,,,,,0,28,28,31,411.37501069999416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.33636379998643,411.37501069999416,412.36399240000173,412.36399240000173,412.38477430000785,414.0505688000121,6.05,2.66243310002028,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 6 (Clifford)\Clifford-R.jpg,r,,,,,,,,,0,29,29,17,414.08400830000755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0515455999994,414.08400830000755,415.0832997999969,415.0832997999969,415.1055919000064,417.29472330000135,5.377777777777778,3.1874751999857835,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 2 (Mark)\Mark-I.jpg,i,,,,,,,,,0,30,30,4,417.32489519999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.29572530000587,417.32489519999945,418.32674150000094,418.32674150000094,418.3484189999872,421.07016520001343,4.300000000000001,3.7211236000002827,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set8(Gosh)\gosh-r.jpg,r,,,,,,,,,0,31,31,19,421.93583699999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0712446999969,421.93583699999726,422.13017879999825,422.13017879999825,422.9481717000017,425.6983491999854,5.061111111111111,3.7405258999788202,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 6 (Clifford)\Clifford-I1.jpg,i,,,,,,,,,0,32,32,15,425.7333623000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.69917830001214,425.7333623000013,426.72289959999034,426.72289959999034,426.74054030000116,433.6329751999874,5.977777777777778,7.871399100025883,,,,1ri,001,2023-11-26_18h49.16.449,CLT,2023.2.3,59.88694542806558,2023-11-26 18h49.50.971704 +0530,
,,,,,,,,,,,,,,,,,,,,,,,433.6336930000107,433.73287919998984,433.73287919998984,,,,,439.7597056000086,2.05,6.0447754000197165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.7597792999877,439.76956990000326,443.76780440000584,,,,,,,,
