pics,type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,questions.started,question1.started,slideranswer.started,question1.stopped,slideranswer.stopped,question2.started,textbox.started,question2.stopped,textbox.stopped,questions.stopped,slideranswer.response,slideranswer.rt,textbox.text,instruction1.started,text_2.started,key_resp_2.started,instruction1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,experiment1.started,fixation1.started,image.started,buttontomorrow_1.started,buttoninayear_1.started,fixation1.stopped,experiment1.stopped,buttontomorrow_1.numClicks,buttontomorrow_1.timesOn,buttontomorrow_1.timesOff,buttoninayear_1.numClicks,buttoninayear_1.timesOn,buttoninayear_1.timesOff,instruction2.started,instruction.started,instruction2.stopped,experiment2.started,fixation_1.started,image_2.started,slider.started,fixation_1.stopped,experiment2.stopped,slider.response,slider.rt,instructions3.started,instruction_2.started,instructions3.stopped,experiment3.started,fixation_3.started,image_3.started,slider_2.started,fixation_3.stopped,experiment3.stopped,slider_2.response,slider_2.rt,thankyou.started,ThankYou.started,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set8(Gosh)\gosh-n.jpg,n,,,,,,,,,0,22,22,18,486.4088042000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.3486436000094,486.4088042000076,487.37265530001605,487.37265530001605,487.41185390000464,491.0639890000166,7,4.644572599994717,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 3 (Piet)\Piet-N.jpg,n,,,,,,,,,0,23,23,8,491.0791591000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.06432780000614,491.0791591000161,492.08406470000045,492.08406470000045,492.09588310000254,494.2465450000018,6.994444444444444,3.1561137000098825,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-N.jpg,n,,,,,,,,,0,24,24,1,494.2617107999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.24689280000166,494.2617107999977,495.26122140002553,495.26122140002553,495.2754889000207,496.62881500000367,6.944444444444445,2.355327600002056,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 5 (Clifford)\Clifford-R.jpg,r,,,,,,,,,0,25,25,12,496.68560880000587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.62913870002376,496.68560880000587,497.64920610000263,497.64920610000263,497.6916459000204,504.3765992000117,2.9944444444444445,7.679989700001897,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 6 (Clifford)\Clifford-I1.jpg,i,,,,,,,,,0,26,26,15,504.3908724000212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.376915300003,504.3908724000212,505.39730100001907,505.39730100001907,505.40814710000996,507.87521930001094,3.9944444444444445,3.473383099975763,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set10(picasso)\picasso-i.jpg,i,,,,,,,,,0,27,27,24,507.9043387999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.87558120000176,507.9043387999991,508.88792040001135,508.88792040001135,508.90455000000657,516.0225776000007,5.0166666666666675,8.107755999983056,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-R.jpg,r,,,,,,,,,0,28,28,10,516.0408342000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.0228919000074,516.0408342000155,517.0356396000134,517.0356396000134,517.052265300008,520.7880263999978,6.933333333333334,4.735993100010091,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-i.jpg,i,,,,,,,,,0,29,29,30,520.8956004000211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.7883475999988,520.8956004000211,521.8071152000048,521.8071152000048,521.9006171000074,525.2865299000114,4.033333333333333,4.380868100008229,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-N.jpg,n,,,,,,,,,0,30,30,9,525.3042541000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.2868822000164,525.3042541000177,526.3087957000243,526.3087957000243,526.3200216999976,529.1522181000037,4.961111111111111,3.836314299987862,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 5 (Clifford)\Clifford-N.jpg,n,,,,,,,,,0,31,31,13,529.1885761000158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.1525114000251,529.1885761000158,530.1648008000047,530.1648008000047,530.1983515000029,533.1671809000254,6.966666666666667,3.9674147000187077,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-I.jpg,i,,,,,,,,,0,32,32,11,533.184308099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1675033000065,533.184308099997,534.1879768000217,534.1879768000217,534.2022976000153,536.2497898000001,6.938888888888889,3.0536250000004657,,,,4j,001,2023-11-26_23h25.34.173,CLT,2023.2.3,59.985483514185546,2023-11-26 23h26.50.926360 +0530,
,,,,,,,,,,,,,,,,,,,,,,,536.249967700016,536.2685561000253,536.2685561000253,,,,,,,541.0317310000246,1.0138888888888888,4.760604199982481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0317527000152,541.0449959000107,545.0441272000025,,,,,,,,
