pics,type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,welcome.started,text.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,questions.started,question1.started,slideranswer.started,question1.stopped,slideranswer.stopped,question2.started,textbox.started,questions.stopped,slideranswer.response,slideranswer.rt,textbox.text,instruction1.started,text_2.started,key_resp_2.started,instruction1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,experiment1.started,fixation1.started,image.started,buttontomorrow_1.started,buttoninayear_1.started,fixation1.stopped,experiment1.stopped,buttontomorrow_1.numClicks,buttontomorrow_1.timesOn,buttontomorrow_1.timesOff,buttoninayear_1.numClicks,buttoninayear_1.timesOn,buttoninayear_1.timesOff,instruction2.started,instruction.started,instruction2.stopped,experiment2.started,fixation_1.started,image_2.started,slider.started,fixation_1.stopped,experiment2.stopped,slider.response,slider.rt,instructions3.started,instruction_2.started,instructions3.stopped,experiment3.started,fixation_3.started,image_3.started,slider_2.started,fixation_3.stopped,experiment3.stopped,slider_2.response,slider_2.rt,thankyou.started,ThankYou.started,ThankYou.stopped,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-n.jpg,n,,,,,,,,,0,16,16,31,421.8297445999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.7930522999959,421.8297445999924,422.82107430000906,422.82107430000906,422.8425974000129,426.88162709999597,2.977777777777778,5.036193499981891,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 2 (Mark)\Mark-R.jpg,r,,,,,,,,,0,17,17,5,426.9530922000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.88290810000035,426.9530922000122,427.92281950000324,427.92281950000324,427.97701130001224,433.18603189999703,4.027777777777778,6.210447999997996,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-R.jpg,r,,,,,,,,,0,18,18,10,433.23400820000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1870245000173,433.23400820000097,434.2140538000094,434.2140538000094,434.2551619000151,436.77915550000034,3.0277777777777777,3.5212250000040513,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set11(Mich)\mich-n.jpg,n,,,,,,,,,0,19,19,28,436.8512515000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.78040819999296,436.8512515000184,437.81141120000393,437.81141120000393,437.87351060000947,439.4501106000098,3.0277777777777777,2.5559479000221472,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set11(Mich)\mich-r.jpg,r,,,,,,,,,0,20,20,29,439.52297109999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.45157950001885,439.52297109999927,440.47787020000396,440.47787020000396,440.53798839999945,444.5794212000037,1.1277777777777778,5.025089599977946,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-I.jpg,i,,,,,,,,,0,21,21,0,444.641836099996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.5809708000161,444.641836099996,445.6141537000076,445.6141537000076,445.6576285000192,450.5466496000008,3.05,5.884894600021653,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 5 (Clifford)\Clifford-N.jpg,n,,,,,,,,,0,22,22,13,450.64503330001025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.5477799999935,450.64503330001025,451.57974740001373,451.57974740001373,451.6613645000034,453.3904015000153,6.955555555555556,2.7147273999871686,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 6 (Clifford)\Clifford-R.jpg,r,,,,,,,,,0,23,23,17,453.432383700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.39164869999513,453.432383700012,454.42014170001494,454.42014170001494,454.4338032999949,457.8687329000095,1,4.425420199986547,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 1 (Mark)\Mark-R.jpg,r,,,,,,,,,0,24,24,2,457.8932238999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.869279800012,457.8932238999987,458.888844000001,458.888844000001,458.90979440000956,461.66693090001354,2.872222222222222,3.756689700006973,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set12(salvador)\salvador-r.jpg,r,,,,,,,,,0,25,25,32,461.7040393000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.66748350000125,461.7040393000061,462.686967000016,462.686967000016,462.70701090001967,468.89342710000346,2.988888888888889,7.158621500013396,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-N.jpg,n,,,,,,,,,0,26,26,9,468.9468365999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.89453970000613,468.9468365999928,469.9228162000072,469.9228162000072,469.9658543000114,471.69838290000916,6.933333333333334,2.727142699994147,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 4 (Piet)\Piet-I.jpg,i,,,,,,,,,0,27,27,11,471.75106450001476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.69964599999366,471.75106450001476,472.7202369000006,472.7202369000006,472.76408290001564,475.70457890001126,3.011111111111111,3.9335205999959726,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 2 (Mark)\Mark-N.jpg,n,,,,,,,,,0,28,28,3,475.73959240000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.705500400014,475.73959240000113,476.7354752999963,476.7354752999963,476.7559360000014,481.5426493000123,4.972222222222221,5.775625099980971,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 3 (Piet)\Piet-N.jpg,n,,,,,,,,,0,29,29,8,481.58991320000496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.5442060000205,481.58991320000496,482.56719269999303,482.56719269999303,482.61103950001416,485.9082989000017,3.9944444444444445,4.293737100000726,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set8(Gosh)\gosh-n.jpg,n,,,,,,,,,0,30,30,18,486.112431400019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.9098370000138,486.112431400019,486.92870940000284,486.92870940000284,487.1242367000086,489.3896454000205,2.9611111111111112,3.259853199997451,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set9(Gosh)\gosh-n.jpg,n,,,,,,,,,0,31,31,22,489.435108900012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.3905466000142,489.435108900012,490.4107406999974,490.4107406999974,490.4493636999978,494.80842929999926,2.9944444444444445,5.334267199999886,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
C:\Users\Vinisha\Desktop\Lab in psychology\final assigment\Set 5 (Clifford)\Clifford-R.jpg,r,,,,,,,,,0,32,32,12,494.98417640000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.80968410000787,494.98417640000116,495.84893340000417,495.84893340000417,496.0072807999968,498.1805277999956,1,3.1715270999993663,,,,,2j,001,2023-11-26_19h25.06.964,CLT,2023.2.3,60.00682877322635,2023-11-26 19h25.56.712735 +0530,
,,,,,,,,,,,,,,,,,,,,,,,498.1810160000168,498.23047350000707,498.23047350000707,,,,,503.1927316999936,2.0027777777777778,4.967124999995576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.19277819999843,503.198902300006,507.20458799999324,507.1892497999943,,,,,,,,
